"crossdefense_direction","crossdefense_helped","crossdefense_phase","crossdefense_defense","crossdefense_time","crossdefense_successfail","defense0Position","startDefense","allianceColor","defense5Position","matchNumber","defense1Position","withBall","defense4Position","defense3Position","scouterName","defense2Position","teamNumber","scouterNotes","Shoot_goal","Shoot_location","Shoot_timestamp","Shoot_phase","Shoot_goalHeight","Shoot_defender","Shoot_scoremiss","loadBall_location","loadBall_phase","loadBall_floorair","loadBall_successfail","dropball_location","dropball_fumbleeject","challenge_phase","challenge_successfail","Defend_goal","Defend_phase","Defend_blockscore","challenge_partOfBatter","Reach_phase","Reach_defense","climb_partOfBatter","climb_phase","climb_successfail"
"cross","false","teleop","5",3500,"fail","SpyBot","LowBar","blue","RockWall","67","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","5",4700,"success","SpyBot","LowBar","blue","RockWall","67","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","5",3400,"success","SpyBot","LowBar","blue","RockWall","67","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","5",4200,"success","SpyBot","LowBar","blue","RockWall","67","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","5",4800,"success","SpyBot","LowBar","blue","RockWall","67","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","5",4300,"success","SpyBot","LowBar","blue","RockWall","67","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","5",3700,"success","SpyBot","LowBar","blue","RockWall","67","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","blue","RockWall","67","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,"right","teleop","success"
"cross","false","teleop","1",1300,"success","SpyBot","LowBar","blue","RoughTerrain","76","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","1",1100,"success","SpyBot","LowBar","blue","RoughTerrain","76","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","1",1300,"fail","SpyBot","LowBar","blue","RoughTerrain","76","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","1",1500,"success","SpyBot","LowBar","blue","RoughTerrain","76","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","1",1100,"success","SpyBot","LowBar","blue","RoughTerrain","76","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","1",2000,"success","SpyBot","LowBar","blue","RoughTerrain","76","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","3",4900,"success","SpyBot","LowBar","blue","RoughTerrain","76","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","3",4700,"success","SpyBot","LowBar","blue","RoughTerrain","76","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","3",3400,"success","SpyBot","LowBar","blue","RoughTerrain","76","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","3",4700,"success","SpyBot","LowBar","blue","RoughTerrain","76","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","3",3700,"success","SpyBot","LowBar","blue","RoughTerrain","76","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","76","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,,"teleop","fail"
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","76","LowBar","true","Drawbridge","Moat","Micah","Portcullis","29","",,,,,,,,,,,,,,,,,,,,,,"center","teleop","success"
"cross","false","teleop","1",1100,"success","SpyBot","LowBar","blue","RoughTerrain","74","LowBar","true","Drawbridge","Ramparts","Micah","Portcullis","3","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","1",1500,"success","SpyBot","LowBar","blue","RoughTerrain","74","LowBar","true","Drawbridge","Ramparts","Micah","Portcullis","3","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","1",1100,"fail","SpyBot","LowBar","blue","RoughTerrain","74","LowBar","true","Drawbridge","Ramparts","Micah","Portcullis","3","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","1",1900,"fail","SpyBot","LowBar","blue","RoughTerrain","74","LowBar","true","Drawbridge","Ramparts","Micah","Portcullis","3","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","1",1100,"success","SpyBot","LowBar","blue","RoughTerrain","74","LowBar","true","Drawbridge","Ramparts","Micah","Portcullis","3","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","3",3200,"success","SpyBot","LowBar","blue","RoughTerrain","74","LowBar","true","Drawbridge","Ramparts","Micah","Portcullis","3","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","3",3200,"success","SpyBot","LowBar","blue","RoughTerrain","74","LowBar","true","Drawbridge","Ramparts","Micah","Portcullis","3","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","5",2800,"success","SpyBot","LowBar","blue","RoughTerrain","74","LowBar","true","Drawbridge","Ramparts","Micah","Portcullis","3","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","5",2500,"success","SpyBot","LowBar","blue","RoughTerrain","74","LowBar","true","Drawbridge","Ramparts","Micah","Portcullis","3","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","4",7500,"success","SpyBot","LowBar","blue","RoughTerrain","74","LowBar","true","Drawbridge","Ramparts","Micah","Portcullis","3","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","5",2200,"success","SpyBot","LowBar","blue","RoughTerrain","74","LowBar","true","Drawbridge","Ramparts","Micah","Portcullis","3","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","4",6200,"success","SpyBot","LowBar","blue","RoughTerrain","74","LowBar","true","Drawbridge","Ramparts","Micah","Portcullis","3","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","5",3000,"success","SpyBot","LowBar","blue","RoughTerrain","74","LowBar","true","Drawbridge","Ramparts","Micah","Portcullis","3","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","2",8600,"success","SpyBot","LowBar","blue","RoughTerrain","74","LowBar","true","Drawbridge","Ramparts","Micah","Portcullis","3","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","1",1900,"success","SpyBot","LowBar","blue","RoughTerrain","74","LowBar","true","Drawbridge","Ramparts","Micah","Portcullis","3","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","2",9700,"success","SpyBot","LowBar","blue","RoughTerrain","74","LowBar","true","Drawbridge","Ramparts","Micah","Portcullis","3","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","1",1900,"fail","SpyBot","LowBar","blue","RoughTerrain","74","LowBar","true","Drawbridge","Ramparts","Micah","Portcullis","3","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","1",1100,"success","SpyBot","LowBar","blue","RoughTerrain","74","LowBar","true","Drawbridge","Ramparts","Micah","Portcullis","3","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","74","LowBar","true","Drawbridge","Ramparts","Micah","Portcullis","3","These are notes!",,,,,,,,,,,,,,,,,,,,,,"center","teleop","success"
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","100","LowBar","true","SallyPort","Moat","Micah","Cheval","30","",,,,,,,,,,,,,,,,"lowLeft","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","100","LowBar","true","SallyPort","Moat","Micah","Cheval","30","",,,,,,,,,,,,,,,,"highLeft","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","100","LowBar","true","SallyPort","Moat","Micah","Cheval","30","",,,,,,,,,,,,,,,,"lowRight","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","100","LowBar","true","SallyPort","Moat","Micah","Cheval","30","",,,,,,,,,,,,,,,,"lowRight","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","100","LowBar","true","SallyPort","Moat","Micah","Cheval","30","",,,,,,,,,,,,,,,,"highCenter","teleop","score",,,,,,
"cross","false","teleop","1",1000,"success","SpyBot","LowBar","blue","RoughTerrain","100","LowBar","true","SallyPort","Moat","Micah","Cheval","30","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","100","LowBar","true","SallyPort","Moat","Micah","Cheval","30","",,,,,,,,,,,,,,"teleop","success",,,,"center",,,,,
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","149","LowBar","true","SallyPort","Ramparts","Micah","Portcullis","30","These are notes!",,,,,,,,,,,,,,,,"highCenter","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","149","LowBar","true","SallyPort","Ramparts","Micah","Portcullis","30","These are notes!",,,,,,,,,,,,,,,,"lowLeft","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","149","LowBar","true","SallyPort","Ramparts","Micah","Portcullis","30","These are notes!",,,,,,,,,,,,,,,,"highRight","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","149","LowBar","true","SallyPort","Ramparts","Micah","Portcullis","30","These are notes!",,,,,,,,,,,,,,,,"highRight","teleop","score",,,,,,
"cross","false","teleop","1",2000,"success","SpyBot","LowBar","blue","RoughTerrain","149","LowBar","true","SallyPort","Ramparts","Micah","Portcullis","30","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","149","LowBar","true","SallyPort","Ramparts","Micah","Portcullis","30","These are notes!",,,,,,,,,,,,,,"teleop","success",,,,"center",,,,,
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","39","LowBar","true","Drawbridge","Ramparts","Micah","Cheval","30","These are notes!",,,,,,,,,,,,,,,,"highCenter","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","39","LowBar","true","Drawbridge","Ramparts","Micah","Cheval","30","These are notes!",,,,,,,,,,,,,,,,"lowLeft","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","39","LowBar","true","Drawbridge","Ramparts","Micah","Cheval","30","These are notes!",,,,,,,,,,,,,,,,"lowRight","teleop","block",,,,,,
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","39","LowBar","true","Drawbridge","Ramparts","Micah","Cheval","30","These are notes!",,,,,,,,,,,,,,,,"highLeft","teleop","score",,,,,,
"cross","false","teleop","3",4100,"success","SpyBot","Ramparts","blue","RockWall","102","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","102","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!","Center","outerworks",1456889945000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","3",4800,"success","SpyBot","Ramparts","blue","RockWall","102","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","102","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",4800,"fail","SpyBot","Ramparts","blue","RockWall","102","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","102","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,"enemycourtyard","fumble",,,,,,,,,,,
"back","false","teleop","3",4900,"success","SpyBot","Ramparts","blue","RockWall","102","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","102","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",4800,"success","SpyBot","Ramparts","blue","RockWall","102","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","102","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!","Center","outerworks",1456889947000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","3",4700,"success","SpyBot","Ramparts","blue","RockWall","102","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","102","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","4",8400,"success","SpyBot","Ramparts","blue","RockWall","102","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","102","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!","Center","batter",1456889947000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","3",4800,"success","SpyBot","Ramparts","blue","RockWall","102","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","102","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","4",11300,"success","SpyBot","Ramparts","blue","RockWall","102","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","102","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!","Center","courtyard",1456889947000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","102","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,"teleop","fail",,,,,,,,,
"cross","false","teleop","3",4800,"fail","SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!","Center","batter",1456890100000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","3",4000,"success","SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,"enemycourtyard","fumble",,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",4200,"success","SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!","Center","batter",1456890102000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","3",4900,"success","SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",4700,"success","SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!","Center","outerworks",1456890102000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","3",5000,"fail","SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","2",6000,"success","SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!","Left","outerworks",1456890102000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","3",4700,"fail","SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","4",8200,"success","SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!","Center","outerworks",1456890102000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","blue","RockWall","145","LowBar","true","SallyPort","Ramparts","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,"teleop","success",,,,"center",,,,,
"cross","false","autonomous","3",4700,"success","SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","3",4700,"success","SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!","Center","courtyard",1456889598000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","3",6900,"success","SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","2",5200,"success","SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!","Left","batter",1456889598000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","2",5500,"success","SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!",,,,,,,,,,,,"neutralzone","fumble",,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!",,,,,,,,,,,,"neutralzone","fumble",,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","2",7500,"success","SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!","Left","outerworks",1456889598000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","3",6300,"success","SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","4",7000,"fail","SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!",,,,,,,,,,,,"enemycourtyard","fumble",,,,,,,,,,,
"back","false","teleop","3",5800,"success","SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",6100,"success","SpyBot","Moat","blue","RockWall","4","LowBar","true","Drawbridge","Moat","Micah","Cheval","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","3",4100,"fail","SpyBot","Moat","blue","RockWall","60","LowBar","true","Drawbridge","Moat","Micah","Portcullis","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","60","LowBar","true","Drawbridge","Moat","Micah","Portcullis","31","These are notes!","Center","courtyard",1456889794000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","3",6400,"success","SpyBot","Moat","blue","RockWall","60","LowBar","true","Drawbridge","Moat","Micah","Portcullis","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","60","LowBar","true","Drawbridge","Moat","Micah","Portcullis","31","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",5600,"success","SpyBot","Moat","blue","RockWall","60","LowBar","true","Drawbridge","Moat","Micah","Portcullis","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","60","LowBar","true","Drawbridge","Moat","Micah","Portcullis","31","These are notes!","Center","outerworks",1456889796000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","3",6200,"success","SpyBot","Moat","blue","RockWall","60","LowBar","true","Drawbridge","Moat","Micah","Portcullis","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","60","LowBar","true","Drawbridge","Moat","Micah","Portcullis","31","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",4000,"success","SpyBot","Moat","blue","RockWall","60","LowBar","true","Drawbridge","Moat","Micah","Portcullis","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","60","LowBar","true","Drawbridge","Moat","Micah","Portcullis","31","These are notes!","Center","courtyard",1456889796000,"teleop","High","true","score",,,,,,,,,,,,,,,,,
"back","false","teleop","3",5200,"success","SpyBot","Moat","blue","RockWall","60","LowBar","true","Drawbridge","Moat","Micah","Portcullis","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","60","LowBar","true","Drawbridge","Moat","Micah","Portcullis","31","These are notes!",,,,,,,,"enemycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","2",7800,"fail","SpyBot","Moat","blue","RockWall","60","LowBar","true","Drawbridge","Moat","Micah","Portcullis","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","60","LowBar","true","Drawbridge","Moat","Micah","Portcullis","31","These are notes!","Left","batter",1456889796000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","3",5400,"success","SpyBot","Moat","blue","RockWall","60","LowBar","true","Drawbridge","Moat","Micah","Portcullis","31","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","60","LowBar","true","Drawbridge","Moat","Micah","Portcullis","31","These are notes!",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","60","LowBar","true","Drawbridge","Moat","Micah","Portcullis","31","These are notes!","Center","outerworks",1456889796000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RockWall","60","LowBar","true","Drawbridge","Moat","Micah","Portcullis","31","These are notes!",,,,,,,,,,,,,,"teleop","success",,,,"center",,,,,
